Disciplina,Periodo,Registro,Sexo,Programa
"CAP501 - Seminários em Computação Aplicada I",200401,DSY9R3TFIA/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,WNHT9A2C8E/2004,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,MLHIR33XXM/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,A0J59GTRVY/2004,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,S619REOYEA/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,SH53RNIDKI/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,HHTB9Q3PR2/2004,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,HSX59YX4XA/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,I40Z97QK3I/2004,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,IF4T9GJZ9Q/2004,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,SGM901B9Z8/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,SRQ30A4P5G/2004,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,T2TX0IY4BO/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,TDXR0RRJHW/2004,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,RZFN91W1MM/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,0MEZ9WRUGU/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,0XIT95L9N2/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,ANWF0HJ56C/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,BA430Z5ZIS/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,BL7X07ZEP0/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,BWBR0GSTV8/2004,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,LXT6R1K4KQ/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200401,G29I0RU0P8/2004,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200402,MLHIR33XXM/2004,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,TPCC03U54S/2005,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,WG94I2SQI8/2005,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,EWCJIKVI7C/2005,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,TSE6RDIY4Q/2005,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,44ZGI73O0G/2005,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,J4A4IZM18W/2005,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,LPQW94U8SM/2005,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,X8O30GW904/2005,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,R71MIGKBY8/2005,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,0LSJIXHOQ0/2005,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,OG8Q9SA2C6/2005,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,ORCK913HIE/2005,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,YHQ60D1D1O/2005,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,8DG7I5MK94/2005,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,8OK1IEFZFC/2005,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,8ZNVIN9ELK/2005,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,9ARPIW2TRS/2005,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,9LVJI4W8Y0/2005,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,TJAI0604RW/2005,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,3KRXRQRFHE/2005,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,46ZLR8E9TU/2005,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200501,4T79RQ146A/2005,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,F3RRRN4P0Y/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,27XO0AZ0XO/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,7JW9R3N20Y/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,Q6SH9OOUSU/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,ZAFK9WSSEE/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,BQO90ZB24K/2006,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,AFF609AHKC/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,MJAU06TR0S/2006,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,NJJZ9YP866/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,8B5B912RZ2/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,2DXH9JOB66/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,L8H0RPX7WA/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,LUOOR7K28Q/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,FZ500XTYD8/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,QMU3R083F6/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,R91RRHUXRM/2006,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,RK5LRQOCXU/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,AEP59WX9NY/2006,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,LZPR0PRO8K/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,5M0VII24W8/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,XTQRRAN3MA/2006,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200601,YFYFRS9XYQ/2006,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,PF0L05219G/2007,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,O0U60B7IOC/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,HG1L05CAO4/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,UOKPIG37X4/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,OMY90FRAV8/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,HR5Q9BQZG6/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,V6EDI9Z588/2007,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,KCMI0GZ6ZW/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,598W91KCSM/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,FAQC0MBNI4/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,OQ03RPG3V6/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,YGDPI1DZEG/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,YRHJIA7EKO/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,Z2LDIJ0TQW/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,ZDP7IRU8X4/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,ZOT1I0NO3C/2007,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200701,9QAH9LEYSU/2007,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200801,9PNF0QY9UC/2008,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200801,IZL29B0O52/2008,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200801,PGXGIQUUJ4/2008,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200801,K7LFRYRL02/2008,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200801,6QON9SV2AM/2008,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200801,N3N6RQM44Q/2008,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200801,NER0RZFJAY/2008,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200801,XG8GIK6U0G/2008,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200801,XRCAIT096O/2008,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200801,Y2G4I1TOCW/2008,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200901,6KLVI29948/2009,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200901,THJ30ITZAS/2009,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200901,TSMX0RNEH0/2009,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200901,U3QR00GTN8/2009,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200901,4586RL84CQ/2009,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200901,4GC0RU1JIY/2009,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200901,4RFUR2UYP6/2009,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200901,NAVK90AG92/2009,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200901,NAVK90AG92/2013,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200901,NLZE993VFA/2009,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200901,O8729QQPRQ/2009,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",200902,5GL60LX0OC/2009,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,QPCSIQ4J80/2010,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,PBST9VK6DQ/2010,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,T9O9R9VHFM/2010,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,301VILTCYW/2010,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,3B5PIUMS54/2010,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,3M9JI3G7BC/2010,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,3XDDIC9MHK/2010,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,48H7IL31NS/2010,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,N30R0RBYDW/2010,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,NE4L005DK4/2010,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,XFM0RKWO9M/2010,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,Y1TOR2JIM2/2010,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,YCXIRBCXSA/2010,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201001,YO1CRK6CYI/2010,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,86G90CHEV8/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,A6YJIW8D60/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,U9XF01QYL0/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,58QCRCYIT6/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,Z22U0UEZRG/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,QBFIRO5HSA/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,QMJCRWYWYI/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,QXN6R5SC4Q/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,0O0SIHQ7O0/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,A3AK9KUO12/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,JTO60WSJKC/2011,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,KFVU0EFDWS/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,KQZO0N8T30/2011,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,L23I0W2898/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,VEORRPMY4Y/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201101,E35JI5A1OO/2011,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201201,HCLPICWINS/2012,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201201,OPHK90U9VQ/2012,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201201,0SBIRPZC5M/2012,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201201,BR4GI16WDS/2012,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201201,RXOUR9WFD6/2012,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201201,MQ8RRAU6AA/2012,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201201,N1CLRJNLGI/2012,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201201,WRQ7IVLGZS/2012,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201201,X2U1I4EW60/2012,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201201,66ZZ9YPXCU/2012,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201201,FXDL0ANSW4/2012,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201201,G8HF0JH82C/2012,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201201,GJL90SAN8K/2012,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201301,5PI000UZBW/2013,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201301,WPU9R2KGJM/2013,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201301,YHYW9R5TDY/2013,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201301,N1ZCRGJ0T6/2013,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201401,ZZTLRTZAPU/2014,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201401,AYMJI56UY0/2014,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201401,NU9SIOROC0/2014,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201401,T2K3R8GQOI/2014,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201401,N07B9Y6C4E/2014,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201401,NBB596ZRAM/2014,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201401,NMEZ9FT6GU/2014,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201401,XCSL0RR204/2014,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201401,XNWF00KH6C/2014,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201401,YL7X0R0QP0/2014,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201401,8MPCRBS1EI/2014,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,58QCRCYIT6/2015,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,OGHGI6EIOG/2015,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,WYR3RHIF76/2015,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,RQKOR8HOM2/2015,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,AA0E95X65Y/2015,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,AL489EQLC6/2015,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,AW829NK0IE/2015,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,B7BW9WDFOM/2015,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,28PVI6H42W/2015,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,TA3URGKSH6/2015,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,KBHU0QOGVG/2015,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,BCVT90S59Q/2015,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,2E9SIAVTO0/2015,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,TFNRRKZI2A/2015,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201501,BIFQ956UUU/2015,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201601,MB8UR7P4UI/2016,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201601,GE8I0E21YK/2016,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201601,1VQ3R4MOGI/2016,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201601,F5TSI9YWHC/2016,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201601,7FFMIVKVNK/2016,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201601,C7L1IO8WU0/2016,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201601,EB8GIX6GOG/2016,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201601,Q47RR9NOVM/2016,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201601,8YRB9FWLLQ/2016,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201601,99V59OQ0RY/2016,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201601,9KYZ9XJFY6/2016,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201601,9W2T96CV4E/2016,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201701,MVA59QN1VY/2017,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201701,K8O30ZXL04/2017,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201701,HQ8UR6SWUI/2017,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201701,OR2R0QM3V8/2017,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201701,NRZ7IHT5NS/2017,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201701,6BEX0F8N7O/2017,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201701,6MIR0O22DW/2017,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201701,6XML0WVHK4/2017,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201701,78QF05OWQC/2017,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201701,0KWAINQ5C0/2017,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201701,7KSIREQLEY/2017,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201801,I14L0WOEW4/2018,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201801,KCYT986PHQ/2018,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201801,2QBR0F0DV8/2018,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201801,XS3K9VQJIE/2018,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201801,55300WRCVW/2018,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201801,Z8HLREN1TU/2018,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201801,EAM0RXWAXM/2018,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201801,ELPUR6PQ3U/2018,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201801,EWTORFJ5A2/2018,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201801,ON7AIRH0TC/2018,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201801,OYB4I0AFZK/2018,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201801,PKISIHXAC0/2018,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201801,PVMMIQQPI8/2018,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,15Q903CJLW/2019,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,MIWT9O2S0E/2019,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,63NORJD7I2/2019,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,ON7AIRH0TC/2018,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,2IGXR61W02/2019,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,7BZR0353N8/2019,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,D3L6RPTQNE/2019,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,NZS60VN2J0/2019,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,GU1Q9ZH4HI/2019,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,BQICRPX0VU/2019,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,HNCSIJR1W0/2019,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,8JC60KHK0C/2019,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,SZK6015KLO/2019,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",201901,AYXT9GVHF2/2019,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202001,6XVRRC6BZM/2020,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202001,0KBVIDKPPK/2020,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202001,0KV7IRD814/2020,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202001,5KN6R6GPGQ/2020,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202001,TY1VIFFVMW/2020,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202001,VKY9RVNI6A/2020,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202001,3IBC0X8RQ4/2020,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202001,06JYINH8V4/2020,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202001,XPX30AAJ04/2020,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202001,VUCW9QUNRA/2020,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202001,0D3K9B5FIE/2020,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202101,YSD6RF7FE2/2021,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202101,26PAIUF4TC/2021,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202101,3YMR0SUDCK/2021,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202101,RSW30V1W9G/2021,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202101,0P9301Y184/2021,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202101,OXVFR6U1QQ/2021,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202101,Y0PURI9I3U/2021,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202101,S9PMIUWZ28/2021,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202101,UZOX0TQYMC/2021,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202102,UOQ6R54WCQ/2021,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202102,DOM0ROG09M/2021,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202103,A1KURP7Z2I/2021,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202103,3OM60PYGR0/2021,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202201,G3N29Q9CAE/2022,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202201,BDJO0KFIKC/2022,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202201,9IEFRCIF5E/2022,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202201,6TQ7IVDMBS/2022,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202201,PIMK9HQ0X2/2022,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202201,D3929J1DX2/2022,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202201,QXAGIU8GTS/2022,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202301,Y9D4ID2ASW/2023,Feminino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202301,TC1U0P5JOS/2023,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202301,B949R2QEMA/2023,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202301,ALGQ9QD9LI/2023,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202301,PRBXRZBMAQ/2023,Masculino,PGCAP
"CAP501 - Seminários em Computação Aplicada I",202302,LRJ00UFZEK/2023,Feminino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200301,26CH9L76Y6/2003,Masculino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200301,GRAAI517PC/2003,Feminino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200301,8FB7I5VRVS/2003,Masculino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200301,MMQE91O9FA/2003,Feminino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200301,MXU89AHOLI/2003,Feminino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200301,WO7U0MFK4S/2003,Masculino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200301,WZBO0V8ZB0/2003,Masculino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200301,XAFI042EH8/2003,Feminino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200301,XLJC0CVTNG/2003,Masculino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200301,XWN60LP8TO/2003,Feminino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200301,7Y4LR6GJJ6/2003,Masculino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200301,R3RZ9LIVFI/2003,Feminino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200302,XLMX0PYVT0/2003,Feminino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200302,HDHYIMO21S/2003,Masculino,PGCAP
"CAP502 - Seminários em Computação Aplicada II",200302,M5NDIFC388/2003,Feminino,PGCAP
