Disciplina,Periodo,Registro,Sexo,Programa
"CAP200 - Matemática Concreta e Estruturas Algébricas",200301,VUNW9KG1WM/2001,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200301,GRAAI517PC/2003,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200301,DC6B9IBPDQ/2002,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200301,8U3C0NO5SS/2003,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200301,DB4X07IRT0/2003,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200301,Y1ZX0ZXU3O/2003,Feminino,ISOLADA
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,TPCC03U54S/2005,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,WG94I2SQI8/2005,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,EWCJIKVI7C/2005,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,TSE6RDIY4Q/2005,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,44ZGI73O0G/2005,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,LPQW94U8SM/2005,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,QT0596BP5A/2004,Feminino,ISOLADA
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,X8O30GW904/2005,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,0LSJIXHOQ0/2005,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,AFF609AHKC/2005,Masculino,ISOLADA
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,AFF609AHKC/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,55KAIV04G0/2005,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,5RRYICMYSG/2005,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,OG8Q9SA2C6/2005,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,YHQ60D1D1O/2005,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,8OK1IEFZFC/2005,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,8ZNVIN9ELK/2005,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,9ARPIW2TRS/2005,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,9LVJI4W8Y0/2005,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,3VVRRZKUNM/2005,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,46ZLR8E9TU/2005,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200501,4T79RQ146A/2005,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,5QHIRQ4B9M/2006,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,F3RRRN4P0Y/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,5MEL037UAS/2005,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,2YJN9DY1XA/2006,Masculino,ISOLADA
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,PF0L05219G/2002,Feminino,ISOLADA
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,27XO0AZ0XO/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,XOL6RMKMNE/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,S619REOYEA/2005,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,7JW9R3N20Y/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,Q6SH9OOUSU/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,ZAFK9WSSEE/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,BQO90ZB24K/2006,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,Z17O0H0DOC/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,3KRXRQRFHE/2005,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,MJAU06TR0S/2006,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,NJJZ9YP866/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,9PNF0QY9UC/2005,Masculino,ISOLADA
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,8B5B912RZ2/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,V70T999AZ2/2006,Feminino,ISOLADA
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,2DXH9JOB66/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,L8H0RPX7WA/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,LUOOR7K28Q/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,FZ500XTYD8/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,QMU3R083F6/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,R91RRHUXRM/2006,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,RK5LRQOCXU/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,AEP59WX9NY/2006,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,LZPR0PRO8K/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,5M0VII24W8/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,XTQRRAN3MA/2006,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,YFYFRS9XYQ/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,VHI7IISKEG/2006,Masculino,ISOLADA
"CAP200 - Matemática Concreta e Estruturas Algébricas",200601,9DTK95RMRQ/2006,Masculino,ISOLADA
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,NAQ3R1NSGI/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,PF0L05219G/2007,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,HHTB9Q3PR2/2006,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,IF4T9GJZ9Q/2007,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,SRQ30A4P5G/2007,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,BL7X07ZEP0/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,O0U60B7IOC/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,ZLNAIGAJC0/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,ORCK913HIE/2007,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,HG1L05CAO4/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,MJAU06TR0S/2006,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,UOKPIG37X4/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,OMY90FRAV8/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,LZPR0PRO8K/2006,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,HR5Q9BQZG6/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,V6EDI9Z588/2007,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,KCMI0GZ6ZW/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,DTTFRH81LE/2006,Masculino,ISOLADA
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,DTTFRH81LE/2008,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,598W91KCSM/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,FAQC0MBNI4/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,OQ03RPG3V6/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,YGDPI1DZEG/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,YRHJIA7EKO/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,Z2LDIJ0TQW/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,ZDP7IRU8X4/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,ZOT1I0NO3C/2007,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,9QAH9LEYSU/2007,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200701,168SIRYDLC/2007,Masculino,ISOLADA
"CAP200 - Matemática Concreta e Estruturas Algébricas",200801,BWBR0GSTV8/2007,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200801,9PNF0QY9UC/2008,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200801,IZL29B0O52/2008,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200801,K7LFRYRL02/2008,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200801,6QON9SV2AM/2008,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200801,N3N6RQM44Q/2008,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200801,NER0RZFJAY/2008,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200801,XG8GIK6U0G/2008,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200801,Y2G4I1TOCW/2008,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200801,8Q58947TEU/2008,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200801,HZV302XK6S/2008,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200801,HCLPICWINS/2008,Masculino,ISOLADA
"CAP200 - Matemática Concreta e Estruturas Algébricas",200801,HCLPICWINS/2012,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200901,PGXGIQUUJ4/2008,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200901,6KLVI29948/2009,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200901,PBST9VK6DQ/2008,Feminino,ISOLADA
"CAP200 - Matemática Concreta e Estruturas Algébricas",200901,PBST9VK6DQ/2010,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200901,THJ30ITZAS/2009,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200901,U3QR00GTN8/2009,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200901,4586RL84CQ/2009,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200901,4GC0RU1JIY/2009,Masculino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200901,NAVK90AG92/2009,Feminino,PGCAP
"CAP200 - Matemática Concreta e Estruturas Algébricas",200901,NLZE993VFA/2009,Masculino,PGCAP
"CAP205 - Engenharia de Software",200301,8N5E9JNQJA/2002,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,7ZW0RTMP0A/2003,Feminino,PGCAP
"CAP205 - Engenharia de Software",200301,0YFORAJC8Q/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,MPJU0UTVOS/2003,Feminino,PGCAP
"CAP205 - Engenharia de Software",200301,FBQH96RINI/2003,Feminino,PGCAP
"CAP205 - Engenharia de Software",200301,A2EGIEO94G/2001,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,YYOCRVXENU/2002,Feminino,ISOLADA
"CAP205 - Engenharia de Software",200301,CZHX0EWZFO/2002,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,KD07I24WEG/2003,Masculino,PGCAP
"CAP205 - Engenharia de Software",200301,8RGR0N3E8K/2002,Feminino,ISOLADA
"CAP205 - Engenharia de Software",200301,MMQE91O9FA/2003,Feminino,PGCAP
"CAP205 - Engenharia de Software",200301,MXU89AHOLI/2003,Feminino,PGCAP
"CAP205 - Engenharia de Software",200301,WZBO0V8ZB0/2003,Masculino,PGCAP
"CAP205 - Engenharia de Software",200301,XAFI042EH8/2003,Feminino,PGCAP
"CAP205 - Engenharia de Software",200301,XLJC0CVTNG/2003,Masculino,PGCAP
"CAP205 - Engenharia de Software",200301,XWN60LP8TO/2003,Feminino,PGCAP
"CAP205 - Engenharia de Software",200301,R3RZ9LIVFI/2003,Feminino,PGCAP
"CAP205 - Engenharia de Software",200301,3TVB90OZ8E/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,87VO061BGC/2003,Feminino,PGCAP
"CAP205 - Engenharia de Software",200301,J6OLRH8VOI/2003,Masculino,PGCAP
"CAP205 - Engenharia de Software",200301,KF3XRGIKDE/2003,Masculino,PGCAP
"CAP205 - Engenharia de Software",200301,3KRB9VKW9Q/2003,Masculino,PGCAP
"CAP205 - Engenharia de Software",200301,DM8R0GC6Z8/2003,Masculino,PGCAP
"CAP205 - Engenharia de Software",200301,XP7MILUSE8/2003,Masculino,PGCAP
"CAP205 - Engenharia de Software",200301,WWX6RDM4VE/2003,Feminino,PGCAP
"CAP205 - Engenharia de Software",200301,YF760PJNN0/2003,Feminino,PGCAP
"CAP205 - Engenharia de Software",200301,0QHX0JOBFO/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,11LR0SHQLW/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,UUY899Y7K6/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,UUY899Y7K6/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200301,EXE90T9PDW/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,DNX7ILLTIG/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,EA4VI38NUW/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,E423RCMUOI/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,WNHT9A2C8E/2003,Feminino,ISOLADA
"CAP205 - Engenharia de Software",200301,WNHT9A2C8E/2004,Feminino,PGCAP
"CAP205 - Engenharia de Software",200301,X9PH9RP6KU/2003,Feminino,ISOLADA
"CAP205 - Engenharia de Software",200301,XKTB90ILR2/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,XVX599C0XA/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,7MAR0L9WGK/2003,Feminino,ISOLADA
"CAP205 - Engenharia de Software",200301,7XEL0U3BMS/2003,Feminino,ISOLADA
"CAP205 - Engenharia de Software",200301,2Z6E9ATH9Y/2003,Feminino,ISOLADA
"CAP205 - Engenharia de Software",200301,MADORUAIRE/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,XKAGIEBI5S/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,Y6I4IVYCI8/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,RZULRDETGI/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200301,2NJPIFSYIG/2003,Masculino,PGCAP
"CAP205 - Engenharia de Software",200301,X33UREW9T6/2003,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200401,OF559YC9IM/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,VIXMICCGZK/2002,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200401,6MRMI5RN7K/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,PDC4IZSEQ8/2003,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,7KMAIG09XC/2003,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,206FRF3L82/2003,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,DSY9R3TFIA/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,9CJFRGU8UQ/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,9SOC07VA0S/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,HSX59YX4XA/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,SGM901B9Z8/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,T2TX0IY4BO/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,TDXR0RRJHW/2004,Feminino,PGCAP
"CAP205 - Engenharia de Software",200401,RZFN91W1MM/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,0MEZ9WRUGU/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,0XIT95L9N2/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,BL7X07ZEP0/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,LXT6R1K4KQ/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,G29I0RU0P8/2004,Feminino,PGCAP
"CAP205 - Engenharia de Software",200401,7JW9R3N20Y/2004,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200401,7JW9R3N20Y/2006,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,7V03RCGH76/2004,Feminino,ISOLADA
"CAP205 - Engenharia de Software",200401,LPQW94U8SM/2004,Feminino,ISOLADA
"CAP205 - Engenharia de Software",200401,LPQW94U8SM/2005,Feminino,PGCAP
"CAP205 - Engenharia de Software",200401,VR8C0PLJI4/2004,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200401,ZAFK9WSSEE/2004,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200401,ZAFK9WSSEE/2006,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,SGIO0O87TO/2004,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200401,X8O30GW904/2004,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200401,X8O30GW904/2005,Masculino,PGCAP
"CAP205 - Engenharia de Software",200401,2N160R74J0/2004,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200401,S4D4I70LGW/2004,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200401,BQO90ZB24K/2004,Feminino,ISOLADA
"CAP205 - Engenharia de Software",200401,BQO90ZB24K/2006,Feminino,PGCAP
"CAP205 - Engenharia de Software",200401,OMBI0IVVIK/2004,Feminino,ISOLADA
"CAP205 - Engenharia de Software",200501,CDP7I8SWX4/2004,Masculino,PGCAP
"CAP205 - Engenharia de Software",200501,DNA59R54JY/2004,Feminino,PGCAP
"CAP205 - Engenharia de Software",200501,WG94I2SQI8/2005,Masculino,PGCAP
"CAP205 - Engenharia de Software",200501,A0J59GTRVY/2004,Feminino,PGCAP
"CAP205 - Engenharia de Software",200501,OG8Q9SA2C6/2005,Feminino,PGCAP
"CAP205 - Engenharia de Software",200501,3VVRRZKUNM/2005,Feminino,PGCAP
"CAP205 - Engenharia de Software",200501,4T79RQ146A/2005,Feminino,PGCAP
"CAP205 - Engenharia de Software",200501,HX86R4RJ0Q/2005,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200501,G7M9062LZ8/2005,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200501,TA2LRQ7Q1U/2005,Feminino,ISOLADA
"CAP205 - Engenharia de Software",200501,OMY90FRAV8/2005,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200501,OMY90FRAV8/2007,Masculino,PGCAP
"CAP205 - Engenharia de Software",200501,HU329FKXH2/2005,Feminino,ISOLADA
"CAP205 - Engenharia de Software",200501,NJJZ9YP866/2005,Masculino,ISOLADA
"CAP205 - Engenharia de Software",200501,NJJZ9YP866/2006,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,GRAAI517PC/2003,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,M5NDIFC388/2003,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,FBQH96RINI/2003,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,CZHX0EWZFO/2002,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200302,73Y8956VK6/2003,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,8RGR0N3E8K/2002,Feminino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200302,MMQE91O9FA/2003,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,MXU89AHOLI/2003,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,XAFI042EH8/2003,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,XLJC0CVTNG/2003,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,XWN60LP8TO/2003,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,R3RZ9LIVFI/2003,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,J6OLRH8VOI/2003,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,KF3XRGIKDE/2003,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,3KRB9VKW9Q/2003,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,8Z4E95VRSM/2003,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,WWX6RDM4VE/2003,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,7VQ4IOTP3K/2003,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,206FRF3L82/2003,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,UUY899Y7K6/2003,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200302,UUY899Y7K6/2004,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200302,EXE90T9PDW/2003,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200302,3GD00A8PMK/2003,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200302,E423RCMUOI/2003,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200302,XKTB90ILR2/2003,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200302,2Z6E9ATH9Y/2003,Feminino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200302,X33UREW9T6/2003,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200302,QWGC0WCQRG/2003,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200302,RIO00DZL3W/2003,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200302,RTRU0MT0A4/2003,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200302,ZZ1PIW2H6G/2003,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200402,OF559YC9IM/2004,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,80XQ920W6U/2004,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,CDP7I8SWX4/2004,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,OAZ90TJ9LW/2004,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,CDA90XA538/2004,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,6MRMI5RN7K/2004,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,12BRR4UYIA/2002,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200402,3TVB90OZ8E/2003,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200402,PDC4IZSEQ8/2003,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,87VO061BGC/2003,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,EJK906SGHW/2003,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,7KMAIG09XC/2003,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,DSY9R3TFIA/2004,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,WNHT9A2C8E/2004,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,3E23R5OXCI/2004,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200402,T2TX0IY4BO/2004,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,0MEZ9WRUGU/2004,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,G29I0RU0P8/2004,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,7V03RCGH76/2004,Feminino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200402,ZAFK9WSSEE/2004,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200402,ZAFK9WSSEE/2006,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,GUGCRMZM2I/2004,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200402,BQO90ZB24K/2004,Feminino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200402,BQO90ZB24K/2006,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200402,JFADIVCE9K/2004,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200402,TGRT9G3OZ2/2004,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200502,XP7MILUSE8/2005,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200502,TSE6RDIY4Q/2005,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200502,BA430Z5ZIS/2004,Masculino,PGCAP
"CAP208 - Sistema de Banco de Dados",200502,LPQW94U8SM/2005,Feminino,PGCAP
"CAP208 - Sistema de Banco de Dados",200502,MEDCR1P76I/2004,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200502,HX86R4RJ0Q/2005,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200502,G7M9062LZ8/2005,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200502,TA2LRQ7Q1U/2005,Feminino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200502,HU329FKXH2/2005,Feminino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200502,NJJZ9YP866/2005,Masculino,ISOLADA
"CAP208 - Sistema de Banco de Dados",200502,NJJZ9YP866/2006,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200301,N0V59REORY/1999,Masculino,ISOLADA
"CAP214 - Métodos Numéricos I",200301,TKB9RLMJ4Y/2002,Feminino,PGMET
"CAP214 - Métodos Numéricos I",200301,JQSJIKI220/2003,Masculino,PGMET
"CAP214 - Métodos Numéricos I",200301,WZBO0V8ZB0/2003,Masculino,PGCAP
"CAP214 - Métodos Numéricos I",200301,KF3XRGIKDE/2003,Masculino,PGCAP
